destination	source	transformation
FASTP/ERR1713332/ERR1713332.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713332/ERR1713332.fastp.json	Copied without modification
FASTP/ERR1713334/ERR1713334.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713334/ERR1713334.fastp.json	Copied without modification
FASTP/ERR1713335/ERR1713335.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713335/ERR1713335.fastp.json	Copied without modification
FASTP/ERR1713337/ERR1713337.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713337/ERR1713337.fastp.json	Copied without modification
FASTP/ERR1713339/ERR1713339.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713339/ERR1713339.fastp.json	Copied without modification
FASTP/ERR1713343/ERR1713343.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713343/ERR1713343.fastp.json	Copied without modification
FASTP/ERR1713349/ERR1713349.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713349/ERR1713349.fastp.json	Copied without modification
FASTP/ERR1713352/ERR1713352.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713352/ERR1713352.fastp.json	Copied without modification
FASTP/ERR1713362/ERR1713362.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713362/ERR1713362.fastp.json	Copied without modification
FASTP/ERR1713379/ERR1713379.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713379/ERR1713379.fastp.json	Copied without modification
FASTP/ERR1713403/ERR1713403.fastp.json	rr-analysis/hendriksen_resistancemap_2016/fastp/batch02_10countries_plus_USA_alt11/ERR1713403/ERR1713403.fastp.json	Copied without modification
README.md	rr-analysis/hendriksen_resistancemap_2016/stage3_5_megahit_batch02_10countries_plus_USA_alt11/samplesheets/batch02_10countries_plus_USA_alt11_megahit_samples.tsv	Release documentation generated
geNomAD/ERR1713332/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713332/ERR1713332.contigs_aggregated_classification/ERR1713332.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713334/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713334/ERR1713334.contigs_aggregated_classification/ERR1713334.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713335/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713335/ERR1713335.contigs_aggregated_classification/ERR1713335.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713337/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713337/ERR1713337.contigs_aggregated_classification/ERR1713337.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713339/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713339/ERR1713339.contigs_aggregated_classification/ERR1713339.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713343/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713343/ERR1713343.contigs_aggregated_classification/ERR1713343.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713349/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713349/ERR1713349.contigs_aggregated_classification/ERR1713349.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713352/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713352/ERR1713352.contigs_aggregated_classification/ERR1713352.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713362/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713362/ERR1713362.contigs_aggregated_classification/ERR1713362.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713379/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713379/ERR1713379.contigs_aggregated_classification/ERR1713379.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
geNomAD/ERR1713403/contig_classification.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_genomad_batch02_10countries_plus_USA_alt11/results/ERR1713403/ERR1713403.contigs_aggregated_classification/ERR1713403.contigs_aggregated_classification.tsv	geNomAD aggregated contig classification copied and standardized as contig_classification.tsv
metadata/batch02_sample_manifest.tsv	rr-analysis/hendriksen_resistancemap_2016/stage3_5_megahit_batch02_10countries_plus_USA_alt11/samplesheets/batch02_10countries_plus_USA_alt11_megahit_samples.tsv	Standardized 11-sample release manifest generated
